SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
100063.0,0.0,Cash loans,F,N,Y,0.0,180000.0,837427.5,45558.0,666000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-12955.0,-4106.0,Managers,2.0,2.0,0.552771902,0.616637293,0.070108844
100064.0,0.0,Cash loans,F,N,N,0.0,67500.0,298728.0,15381.0,202500.0,Family,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-21621.0,365243.0,,1.0,2.0,,0.622708273,0.169428727
100068.0,0.0,Revolving loans,M,N,Y,0.0,81000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18248.0,-2351.0,Security staff,2.0,2.0,0.237719719,0.609135292,0.513693766
100069.0,0.0,Cash loans,M,Y,Y,1.0,360000.0,640458.0,27265.5,517500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-14186.0,-1743.0,Laborers,2.0,2.0,,0.256737043,0.707699345
100070.0,0.0,Cash loans,M,Y,Y,0.0,540000.0,1227901.5,46899.0,1129500.0,Unaccompanied,Working,Higher education,Widow,House / apartment,-20544.0,-2091.0,Managers,1.0,1.0,,0.653597212,0.3392877
100071.0,0.0,Cash loans,F,N,Y,0.0,180000.0,1663987.5,86989.5,1588500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-20121.0,-2446.0,Accountants,2.0,2.0,,0.570666356,0.697146908
100072.0,0.0,Cash loans,M,N,N,0.0,180000.0,1080000.0,44118.0,1080000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,-7907.0,-1324.0,Sales staff,1.0,2.0,,0.026540775,0.434733249
100073.0,0.0,Cash loans,M,Y,Y,0.0,324000.0,1130760.0,40189.5,810000.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,-22843.0,365243.0,,2.0,2.0,,0.733051193,0.234015167
100075.0,0.0,Cash loans,F,N,N,0.0,112500.0,95940.0,10462.5,90000.0,Family,Working,Higher education,Single / not married,House / apartment,-12240.0,-3720.0,,1.0,2.0,0.299606141,0.664543941,0.492060094
100076.0,0.0,Cash loans,M,Y,N,0.0,180000.0,315000.0,9679.5,315000.0,,Commercial associate,Secondary / secondary special,Married,House / apartment,-13866.0,-2546.0,Drivers,2.0,2.0,,0.584887356,0.095070396
100077.0,0.0,Cash loans,M,N,Y,0.0,180000.0,1256400.0,40657.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12049.0,-579.0,Core staff,1.0,1.0,0.286783079,0.647347822,0.562060483
100078.0,0.0,Cash loans,F,Y,Y,0.0,180000.0,1035000.0,43983.0,1035000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,-19550.0,-4856.0,Core staff,2.0,2.0,0.796161123,0.5172704,0.429423684
100079.0,0.0,Revolving loans,M,N,Y,0.0,225000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,-15359.0,-114.0,Laborers,1.0,2.0,0.202477374,0.561922957,0.41359676
100080.0,0.0,Revolving loans,F,N,N,1.0,157500.0,450000.0,22500.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11956.0,-3154.0,Sales staff,3.0,2.0,0.41150641,0.123888292,0.832785025
100081.0,0.0,Cash loans,M,Y,N,0.0,180000.0,450000.0,21109.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10848.0,-121.0,Laborers,2.0,2.0,,0.645438493,
100082.0,0.0,Cash loans,M,N,N,2.0,180000.0,450000.0,21109.5,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-12009.0,-2844.0,Laborers,4.0,2.0,0.357706547,0.686504798,0.394495405
100083.0,0.0,Cash loans,M,Y,Y,0.0,103500.0,573628.5,24435.0,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15406.0,-892.0,Laborers,2.0,2.0,0.270766163,0.707126316,0.597192427
100084.0,0.0,Cash loans,M,N,Y,2.0,225000.0,495351.0,26140.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-14860.0,-1156.0,Laborers,3.0,2.0,,0.570527051,0.694092643
100085.0,0.0,Cash loans,M,N,Y,1.0,157500.0,755190.0,28894.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11187.0,-2224.0,Drivers,3.0,2.0,,0.368718985,0.358951229
100086.0,0.0,Cash loans,F,N,Y,1.0,135000.0,675000.0,21775.5,675000.0,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,-14264.0,-2492.0,Laborers,2.0,2.0,,0.569873237,0.198620045
100087.0,0.0,Cash loans,F,N,Y,1.0,202500.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17542.0,-2011.0,Cooking staff,3.0,3.0,,0.572064147,0.191821602
100088.0,0.0,Revolving loans,F,N,N,0.0,112500.0,135000.0,6750.0,135000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-19467.0,-4066.0,,2.0,2.0,,0.58517403,0.408358853
100089.0,0.0,Cash loans,M,N,Y,0.0,135000.0,337761.0,15781.5,256500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-9666.0,-2811.0,Laborers,2.0,2.0,,0.550057993,0.53527625
100093.0,0.0,Cash loans,F,N,Y,1.0,94500.0,585000.0,28273.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18253.0,-721.0,Core staff,3.0,2.0,0.592700994,0.488599915,
100094.0,0.0,Cash loans,F,N,Y,0.0,108000.0,113760.0,5301.0,90000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,-22935.0,365243.0,,1.0,2.0,,0.582735477,0.452533559
100095.0,0.0,Revolving loans,F,N,Y,2.0,67500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18693.0,-1434.0,Sales staff,4.0,3.0,0.586697592,0.304506115,
100096.0,1.0,Cash loans,F,N,Y,0.0,81000.0,252000.0,14593.5,252000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-24794.0,365243.0,,2.0,2.0,,0.023952367,0.72094415
100097.0,0.0,Cash loans,M,Y,Y,0.0,157500.0,760225.5,30280.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17527.0,-2442.0,,2.0,2.0,,0.357342234,0.644679455
100098.0,0.0,Revolving loans,M,Y,N,0.0,225000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-17390.0,-924.0,Drivers,2.0,2.0,,0.597081153,
100099.0,0.0,Cash loans,F,N,Y,0.0,360000.0,733315.5,41076.0,679500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,-23032.0,365243.0,,1.0,2.0,,0.660578982,0.342528872
100100.0,0.0,Cash loans,M,Y,Y,2.0,202500.0,796396.5,38443.5,643500.0,Unaccompanied,Working,Higher education,Married,House / apartment,-15909.0,-1094.0,Managers,4.0,2.0,0.447675139,0.495765141,0.824594971
100101.0,0.0,Cash loans,F,Y,Y,0.0,202500.0,343377.0,22072.5,283500.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,-18138.0,-969.0,High skill tech staff,1.0,1.0,,0.71621221,
100102.0,0.0,Cash loans,F,N,N,1.0,126000.0,327024.0,10264.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-14321.0,-192.0,Laborers,2.0,2.0,0.414794069,0.661108308,0.477649155
100103.0,0.0,Cash loans,F,N,Y,0.0,72000.0,450000.0,16965.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21112.0,-1694.0,,2.0,2.0,,0.718057537,0.511891802
100104.0,0.0,Cash loans,F,N,Y,0.0,90000.0,547344.0,30690.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18556.0,-862.0,Waiters/barmen staff,2.0,2.0,0.763137062,0.644627372,
100105.0,0.0,Cash loans,F,N,Y,0.0,193500.0,225000.0,23755.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19810.0,-8862.0,Managers,2.0,2.0,0.765153942,0.254759957,0.411848556
100108.0,0.0,Cash loans,F,N,Y,3.0,171000.0,545040.0,31288.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12780.0,-1415.0,Sales staff,5.0,2.0,,0.75666798,0.641368257
100110.0,0.0,Cash loans,M,Y,Y,3.0,135000.0,373140.0,25065.0,337500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-10744.0,-741.0,Laborers,5.0,2.0,,0.640549301,0.328063161
100111.0,0.0,Cash loans,F,Y,N,1.0,112500.0,862560.0,27954.0,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,-10485.0,-1249.0,Sales staff,3.0,2.0,0.563323134,0.608604106,0.228883417
100112.0,1.0,Cash loans,M,Y,Y,0.0,315000.0,953460.0,64107.0,900000.0,Family,Commercial associate,Incomplete higher,Single / not married,With parents,-10199.0,-2015.0,,1.0,2.0,,0.432340212,0.077498546
100113.0,0.0,Cash loans,M,Y,N,0.0,76500.0,135000.0,6696.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-15137.0,-7980.0,Low-skill Laborers,1.0,2.0,0.475761793,0.593018524,0.789880347
100114.0,0.0,Cash loans,F,N,Y,0.0,135000.0,284400.0,22599.0,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-10734.0,-693.0,Laborers,1.0,2.0,0.395724267,0.154937074,0.26504943
100115.0,0.0,Cash loans,F,N,N,0.0,90000.0,315000.0,14683.5,315000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-15371.0,-367.0,,2.0,2.0,,0.334300196,
100116.0,0.0,Cash loans,F,N,Y,0.0,243000.0,900000.0,32017.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-14751.0,-6737.0,Core staff,2.0,2.0,0.671271893,0.700273575,0.071055125
100118.0,0.0,Cash loans,F,N,Y,0.0,90000.0,675000.0,26541.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-22471.0,365243.0,,1.0,2.0,,0.626302919,
100119.0,0.0,Revolving loans,F,N,Y,0.0,54000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11142.0,-2419.0,Medicine staff,2.0,2.0,,0.500264294,0.077498546
100120.0,0.0,Cash loans,F,N,N,0.0,135000.0,781920.0,28215.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-9650.0,-2953.0,Core staff,2.0,2.0,0.25435166,0.169952951,0.121408286
100121.0,0.0,Cash loans,M,N,Y,0.0,126000.0,787131.0,26145.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-16798.0,-669.0,Low-skill Laborers,2.0,3.0,,0.586150413,0.581483706
100122.0,0.0,Cash loans,F,N,N,1.0,76500.0,808650.0,26217.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,With parents,-10954.0,-2469.0,Core staff,3.0,2.0,0.40556434,0.047291424,0.406617437
100123.0,0.0,Cash loans,F,N,N,0.0,103500.0,675000.0,19737.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,-23719.0,-8466.0,Security staff,1.0,3.0,,0.399366076,0.673830078
100124.0,0.0,Cash loans,M,N,Y,0.0,225000.0,448272.0,28647.0,396000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-24051.0,365243.0,,1.0,1.0,,0.710317857,0.554946769
100125.0,0.0,Cash loans,F,N,N,0.0,126000.0,263686.5,26208.0,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21613.0,365243.0,,2.0,2.0,,0.571330583,0.554946769
100126.0,0.0,Revolving loans,M,N,Y,2.0,135000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Married,House / apartment,-12900.0,-782.0,,4.0,1.0,,0.705093328,0.574446617
100127.0,0.0,Cash loans,M,N,Y,0.0,112500.0,52128.0,5341.5,45000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21341.0,365243.0,,2.0,2.0,,0.687003445,
100129.0,0.0,Revolving loans,F,Y,Y,1.0,85500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Higher education,Married,House / apartment,-9415.0,-225.0,,3.0,3.0,0.479544145,0.61020729,
100130.0,1.0,Cash loans,F,N,Y,1.0,157500.0,723996.0,30802.5,585000.0,Unaccompanied,Commercial associate,Incomplete higher,Separated,House / apartment,-10526.0,-267.0,Sales staff,2.0,2.0,,0.282069491,0.12064103
100131.0,0.0,Cash loans,F,N,Y,0.0,270000.0,891072.0,45625.5,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13830.0,-1169.0,Realty agents,1.0,1.0,0.339402608,0.707972474,0.452533559
100132.0,0.0,Cash loans,F,N,Y,0.0,202500.0,1136439.0,73611.0,1089000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,-23656.0,-968.0,Cleaning staff,1.0,1.0,0.774880167,0.711288807,0.597192427
100133.0,0.0,Cash loans,F,N,N,0.0,67500.0,384048.0,18810.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,-9207.0,-1043.0,Core staff,2.0,3.0,0.548646966,0.31675488,
100134.0,0.0,Revolving loans,F,N,N,0.0,202500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-10085.0,-465.0,Secretaries,2.0,2.0,0.329185781,0.749240836,0.694092643
100135.0,0.0,Cash loans,M,N,Y,0.0,135000.0,391194.0,26271.0,319500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-19829.0,-215.0,Laborers,2.0,2.0,,0.720640158,0.320163367
